0.00E+00,-1.62E-08
0.00E+00,6.17E-06
0.00E+00,6.17E-06
0.00E+00,6.17E-06
0.00E+00,6.17E-06
0.00E+00,6.17E-06
0.00E+00,6.17E-06
0.00E+00,6.17E-06
0.00E+00,6.17E-06
0.00E+00,6.17E-06
0.00E+00,6.17E-06
0.00E+00,6.17E-06
0.00E+00,6.17E-06
0.00E+00,6.17E-06
0.00E+00,6.17E-06
0.00E+00,6.17E-06
0.00E+00,6.17E-06
0.00E+00,6.17E-06
0.00E+00,6.17E-06
0.00E+00,6.17E-06
0.00E+00,6.17E-06
0.00E+00,6.17E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.16E-06
0.00E+00,6.15E-06
0.00E+00,6.15E-06
0.00E+00,6.15E-06
0.00E+00,6.15E-06
0.00E+00,6.15E-06
0.00E+00,6.15E-06
0.00E+00,6.15E-06
0.00E+00,6.15E-06
0.00E+00,6.15E-06
0.00E+00,6.15E-06
0.00E+00,6.15E-06
0.00E+00,6.15E-06
0.00E+00,6.15E-06
0.00E+00,6.15E-06
0.00E+00,6.15E-06
0.00E+00,6.15E-06
0.00E+00,6.15E-06
0.00E+00,6.15E-06
0.00E+00,6.15E-06
0.00E+00,6.15E-06
0.00E+00,6.15E-06
0.00E+00,6.15E-06
0.00E+00,6.15E-06
0.00E+00,6.15E-06
0.00E+00,6.15E-06
0.00E+00,6.14E-06
0.00E+00,6.14E-06
0.00E+00,6.14E-06
0.00E+00,6.14E-06
0.00E+00,6.14E-06
0.00E+00,6.14E-06
0.00E+00,6.14E-06
0.00E+00,6.14E-06
0.00E+00,6.14E-06
0.00E+00,6.14E-06
0.00E+00,6.14E-06
0.00E+00,6.14E-06
0.00E+00,6.14E-06
0.00E+00,6.14E-06
0.00E+00,6.14E-06
0.00E+00,6.14E-06
0.00E+00,6.14E-06
0.00E+00,6.14E-06
0.00E+00,6.14E-06
0.00E+00,6.14E-06
0.00E+00,6.14E-06
0.00E+00,6.13E-06
0.00E+00,6.13E-06
0.00E+00,6.13E-06
0.00E+00,6.13E-06
0.00E+00,6.13E-06
0.00E+00,6.13E-06
0.00E+00,6.13E-06
0.00E+00,6.13E-06
0.00E+00,6.13E-06
0.00E+00,6.13E-06
0.00E+00,6.13E-06
0.00E+00,6.13E-06
0.00E+00,6.13E-06
0.00E+00,6.13E-06
0.00E+00,6.13E-06
0.00E+00,6.13E-06
0.00E+00,6.13E-06
0.00E+00,6.13E-06
0.00E+00,6.13E-06
0.00E+00,6.12E-06
0.00E+00,6.12E-06
0.00E+00,6.12E-06
0.00E+00,6.12E-06
0.00E+00,6.12E-06
0.00E+00,6.12E-06
0.00E+00,6.12E-06
0.00E+00,6.12E-06
0.00E+00,6.12E-06
0.00E+00,6.12E-06
0.00E+00,6.12E-06
0.00E+00,6.12E-06
0.00E+00,6.12E-06
